"FECHA_DE_AUTORIZACIÓN","TIPO_DE_SOLICITUD","SOLICITANTE/IMPORTADOR","IUM","PRINCIPIO_ACTIVO1","CONCENTRACIÓN_DELMEDICAMENTO1","UNIDAD_MEDIDA1","PRINCIPIO_ACTIVO2","CONCENTRACIÓN_DEL_MEDICAMENTO2","UNIDAD_MEDIDA2","FORMA_FARMACÉUTICA","NOMBRE_COMERCIAL_","CANTIDAD_SOLICITADA","PRESENTACIÓN_COMERCIAL","DIAGNOSTICO_CIE-1NO REPORTA","CÓDIGO_DIAGNOSTICO_CIE-10"
"2026 Jan 06 12:00:00 AM","PACIENTE ESPECIFICO","AUDIFARMA S.A.","1A1001701000100","ATALUREN","1000","mg","NO APLICA","NO APLICA","NO APLICA","POLVO GRANULADO PARA RECONSTITUIR A SUSPENSIÓN ORAL","TRANSLARNA","6","CAJAS X 30 SOBRES","DISTROFIA MUSCULAR","G710"
"2026 Jan 06 12:00:00 AM","PACIENTE ESPECIFICO","VALENTECH PHARMA COLOMBIA SAS","2E1063651000102","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","100/50/150","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","TRIKAFTA","3","CAJAS X 28 DOSIS

CADA CAJA CONTIENE KIT POR 84 TABLETAS, DE ELEXACAFTOR 50mg/ TEZACAFTOR 25mg / IVACAFTOR 37,5mg (56 TABLETAS) & DE IVACAFTOR 75mg (28 TABLETAS)","FIBROSIS QUISTICA CON OTRAS MANIFESTACIONES","E848"
"2026 Jan 06 12:00:00 AM","PACIENTE ESPECIFICO","GLOBAL SERVICE PHARMACEUTICAL S.A.S. - ASTRAZENECA","1S1040361000101","SELUMETINIB","10","mg","NO APLICA","NO APLICA","NO APLICA","CAPSULAS DE LIBERACIÓN NO MODIFICADA","KOSELUGO","9","FRASCOS X 60 CÁPSULAS","NEUROFIBROMATOSIS (NO MALIGNA)","Q850"
"2026 Jan 06 12:00:00 AM","URGENCIA CLÍNICA","UNO HEALTHCARE S.A.S.","1I1035001000101","IDEBENONA","150","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","RAXONE","6","CAJAS X 180 TABLETAS","NEUROPATIA HEREDITARIA E IDIOPATICA, SIN OTRA ESPECIFICACION","G609"
"2026 Jan 06 12:00:00 AM","URGENCIA CLÍNICA","UNO HEALTHCARE S.A.S.","1M1006441000100","CISTEAMINA BITARTRATO","75","mg","NO APLICA","NO APLICA","NO APLICA","CAPSULA","PROCYSBI","16","FRASCOS X 250 CAPSULAS","TRASPLANTE DE RIÑON","Z940"
"2026 Jan 06 12:00:00 AM","PACIENTE ESPECIFICO","GLOBAL SERVICE PHARMACEUTICAL S.A.S.","1P1012181004100","CLORURO DE POTASIO","1500","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","NO REPORTADO","15","FRASCOS X 100 TABLETAS","HIPOPOTASMIA","E876"
"2026 Jan 06 12:00:00 AM","PACIENTE ESPECIFICO","INPHAPRO SAS - ORPHANDC G COL S.A.S","1P1041891001100","PEGCETACOPLAN","54","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","ASPAVELI","72","CAJAS X VIAL DE 20 mL","HEMOGLOBINURIA PAROXISTICA NOCTURNA [MARCHIAFAVA-MICHELI]","D595"
"2026 Jan 05 12:00:00 AM","PACIENTE ESPECIFICO","GLOBAL SERVICE PHARMACEUTICAL S.A.S.","1P1012181004100","CLORURO DE POTASIO","1500","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","NO REPORTADO","9","FRASCOS X 100 TABLETAS","OTRAS ENFERMEDADES RENALES TUBULOINTERSTICIALES ESPECIFICADAS","N158"
"2025 Dec 31 12:00:00 AM","PACIENTE ESPECIFICO","SALUTIS SAS - SUMA ACTIVA SAS","1P1012181008100","CLORURO DE POTASIO","1500","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","GRANULES PHARMACEUTICALS INC","43","FRASCO X 100 TABLETAS","TRASTORNOS RENALES TUBULOINTERSTICIALES EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE","N168"
"2025 Dec 31 12:00:00 AM","PACIENTE ESPECIFICO","VALENTECH PHARMA COLOMBIA SAS","2E1062411000101","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","100/50/150","mg","NO APLICA","NO APLICA","NO APLICA","GRANULOS DE LIBERACION NO MODIFICADA","TRIKAFTA","6","CAJA X 28 DOSIS (KIT POR 56 SOBRES DE ELEXACAFTOR 100 MG/ TEZACAFTOR 50 MG / IVACAFTOR 75 MG (28 SOBRES) & IVACAFTOR 75 MG (28 SOBRES)","FIBROSIS QUISTICA, SIN OTRA ESPECIFICACION","E849"
"2025 Dec 31 12:00:00 AM","MÁS DE UN PACIENTE","INMUNOTEK COLOMBIA S.A.S.","1A1023311000103","APIS MELLIFERA 2","100","µg/ml","NO APLICA","NO APLICA","NO APLICA","POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCIÓN INYECTABLE + DILUYENTE","VENOX","30","ESTUCHE X 1 VIAL LIOFILIZADO + 1 VIAL CON DILUYENTE DE 5 ML","NO REPORTADO","NO REPORTADO"
"2025 Dec 31 12:00:00 AM","MÁS DE UN PACIENTE","INMUNOTEK COLOMBIA S.A.S.","1A1024551000102","VÉSPULA GERMÁNICA 2","100","mcg/mL","NO APLICA","NO APLICA","NO APLICA","POLVO LIOFILIZADO PARA RECONSTITUCIÓN","VENOX","30","ESTUCHES. CADA ESTUCHE CON UN (1) VIAL CON LIOFILIZADO Y UN (1) VIAL CON DILUYENTE DE 5 ML","NO REPORTADO","NO REPORTADO"
"2025 Dec 31 12:00:00 AM","MÁS DE UN PACIENTE","INMUNOTEK COLOMBIA S.A.S.","1A1024551000101","VESPULA GERMANICA 0","100","µg/ml","NO APLICA","NO APLICA","NO APLICA","POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCIÓN INYECTABLE + DILUYENTE","VENOX","5","ESTUCHES. CADA ESTUCHE CON UN (1) VIAL CON LIOFILIZADO, UN (1) VIAL CON DILUYENTE (5 mL) Y CUATRO (4) VIALES CON DILUYENTE DE 1,8 mL","NO REPORTADO","NO REPORTADO"
"2025 Dec 31 12:00:00 AM","MÁS DE UN PACIENTE","INMUNOTEK COLOMBIA S.A.S.","1A1023311000102","APIS MELLIFERA 0 (VIALES 1, 2, 3, 4 Y 5)","100","mcg/mL","NO APLICA","NO APLICA","NO APLICA","POLVO LIOFILIZADO PARA RECONSTITUCIÓN","VENOX","5","ESTUCHES. CADA ESTUCHE CON UN (1) VIAL CON LIOFILIZADO, UN (1) VIAL CON DILUYENTE (5 mL) Y CUATRO (4) VIALES CON DILUYENTE DE 1,8 mL","NO REPORTADO","NO REPORTADO"
"2025 Dec 31 12:00:00 AM","PACIENTE ESPECIFICO","INTERNATIONAL PHARMACEUTICAL PRODUCTS SAS (INPHAPRO SAS)","1F1027801000100","FLECAINIDA","50","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","TAMBOCOR","19","CAJA X 100 TABLETAS","TAQUICARDIA VENTRICULAR","I472"
"2025 Dec 31 12:00:00 AM","PACIENTE ESPECIFICO","INTERNATIONAL PHARMACEUTICAL PRODUCTS SAS (INPHAPRO SAS)","1N1024481002100","NADOLOL","20","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","ZYDUS","11","FRASCOS X 100 TABLETAS","TAQUICARDIA VENTRICULAR","I472"
"2025 Dec 31 12:00:00 AM","URGENCIA CLÍNICA","MULTICARE PHARMACEUTICALS COLOMBIA SAS","1V1041501000100","VOSORITIDA","0.8","mg/mL","NO APLICA","NO APLICA","NO APLICA","POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCIÓN INYECTABLE","VOXZOGO","9","CAJAS X 10 VIALES + JERINGA PRECARGADA X 0.7 mL de SOLVENTE","ACONDROPLASIA","Q774"
"2025 Dec 30 12:00:00 AM","MÁS DE UN PACIENTE","PISA FARMACÉUTICA DE COLOMBIA S.A.","1A1014821001100","AMIODARONA CLORHIDRATO","50","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","CIRTRENT","1.558","CAJAS X 6 AMPOLLAS X 3 ML","NO REPORTADO","NO REPORTADO"
"2025 Dec 30 12:00:00 AM","MÁS DE UN PACIENTE","PISA FARMACÉUTICA DE COLOMBIA S.A.","1A1014821001100","AMIODARONA CLORHIDRATO","50","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","CIRTRENT","3.143","CAJAS X 6 AMPOLLAS X 3 ML","NO REPORTADO","NO REPORTADO"
"2025 Dec 30 12:00:00 AM","MÁS DE UN PACIENTE","PISA FARMACÉUTICA DE COLOMBIA S.A.","1N1025871000100","NOREPINEFRINA","1","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","PRIDAM","1.684","CAJAS X 10 AMPOLLAS","HIPOTENSION IDIOPATICA","I950"
"2025 Dec 30 12:00:00 AM","MÁS DE UN PACIENTE","ROCKA INTERNATIONAL SOLUTIONS","1A1000281002100","AZUL DE METILENO","10","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","BLUE BEAM","200","CAJAS X 5 VIALES","METAHEMOGLOBINEMIA CONGENITA","D740"
"2025 Dec 30 12:00:00 AM","MÁS DE UN PACIENTE","CAPLIN POINT LABORATORIES COLOMBIA S.A.S","1I1030991024100","INMUNOGLOBULINA","50","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","PLASMAGLOB","1.840","CAJAS X UN VIAL DE 100 mL","NO REPORTADO","NO REPORTADO"
"2025 Dec 30 12:00:00 AM","MÁS DE UN PACIENTE","CAPLIN POINT LABORATORIES COLOMBIA S.A.S","1I1030991024100","INMUNOGLOBULINA","50","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","PLASMAGLOB","2.160","CAJAS X UN VIAL DE 100 mL","NO REPORTADO","NO REPORTADO"
"2025 Dec 29 12:00:00 AM","PACIENTE ESPECIFICO","VALENTECH PHARMA COLOMBIA SAS","2E1063641000102","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","200/100/300","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","TRIKAFTA","6","CAJAS X 28 DOSIS

CADA CAJA CONTIENE KIT POR 84 TABLETAS, DE ELEXACAFTOR 100mg/ TEZACAFTOR 50mg / IVACAFTOR 75mg (56 TABLETAS) & DE IVACAFTOR 150mg (28 TABLETAS)","FIBROSIS QUISTICA CON MANIFESTACIONES PULMONARES","E840"
"2025 Dec 29 12:00:00 AM","MÁS DE UN PACIENTE","BLAU FARMACÉUTICA COLOMBIA SAS","1M1017221008100","METOTREXATO","2.5","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","METREXATO","3.000","CAJAS X 96 TABLETAS","TUMORES MALIGNO (PRIMARIOS) DE SITIOS MULTIPLES INDEPENDIENTES","C97X"
"2025 Dec 29 12:00:00 AM","PACIENTE ESPECIFICO","GLOBAL SERVICE PHARMACEUTICAL S.A.S. - VALENTECH","2E1063641000102","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","200/100/300","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","TRIKAFTA","4","CAJAS X 28 DOSIS

CADA CAJA CONTIENE KIT POR 84 TABLETAS, DE ELEXACAFTOR 100mg/ TEZACAFTOR 50mg / IVACAFTOR 75mg (56 TABLETAS) & DE IVACAFTOR 150mg (28 TABLETAS)","FIBROSIS QUISTICA CON MANIFESTACIONES PULMONARES","E840"
"2025 Dec 29 12:00:00 AM","PACIENTE ESPECIFICO","GLOBAL THERAPEUTICS S.A.S","1T1001911004100","TOLVAPTAN","15","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","TOLVAHEAL","72","CAJAS X 10 TABLETAS","RIÑON POLIQUISTICO, TIPO ADULTO","Q612"
"2025 Dec 29 12:00:00 AM","PACIENTE ESPECIFICO","GLOBAL THERAPEUTICS S.A.S","1B1060621000100","BUDESONIDA","4","mg","NO APLICA","NO APLICA","NO APLICA","CAPSULAS DE LIBERACIÓN MODIFICADA","TARPEYO","3","FRASCOS X 120 CAPSULAS","NEFROPATIA POR IgA","N046"
"2025 Dec 29 12:00:00 AM","PACIENTE ESPECIFICO","ROCKA INTERNATIONAL SOLUTIONS","3A1062861000100","ALIMENTO ESPECIAL AMINOACIDOS ESENCIALES, CARBOHIDRATOS, VITAMINAS Y MINERALES","12.5","g","NO APLICA","NO APLICA","NO APLICA","POLVO PARA RECONSTITUIR A SUSPENSIÓN ORAL","EAA","37","CAJAS X 30 SOBRES","TRASTORNOS DEL METABOLISMO DEL CICLO DE LA UREA","E722"
"2025 Dec 29 12:00:00 AM","PACIENTE ESPECIFICO","GLOBAL SERVICE PHARMACEUTICAL S.A.S. - VALENTECH","2E1063641000102","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","200/100/300","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","TRIKAFTA","7","CAJAS X 28 DOSIS

CADA CAJA CONTIENE KIT POR 84 TABLETAS, DE ELEXACAFTOR 100mg/ TEZACAFTOR 50mg / IVACAFTOR 75mg (56 TABLETAS) & DE IVACAFTOR 150mg (28 TABLETAS)","FIBROSIS QUISTICA CON MANIFESTACIONES PULMONARES","E840"
"2025 Dec 29 12:00:00 AM","PACIENTE ESPECIFICO","INTERNATIONAL PHARMACEUTICAL PRODUCTS SAS (INPHAPRO SAS)","1P1012181003100","CLORURO DE POTASIO","20","mEq","NO APLICA","NO APLICA","NO APLICA","TABLETA","K-LOR CON M20","18","FRASCOS X 100 TABLETAS","OTRAS ENFERMEDADES RENALES TUBULOINTERSTICIALES ESPECIFICADAS","N158"
"2025 Dec 29 12:00:00 AM","PACIENTE ESPECIFICO","AUDIFARMA S.A.","1V1030561000100","VOLANESORSEN","190","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","WAYLIVRA","12","CAJAS X 1 JERINGA PRELLENADA X 1,5 mL","HIPERQUILOMICRONEMIA","E783"
"2025 Dec 29 12:00:00 AM","PACIENTE ESPECIFICO","LABORATORIOS BIOPAS S.A.","1M1041941000100","MARALIXIBAT","950/100","mg/mL","NO APLICA","NO APLICA","NO APLICA","JARABE","LIVMARLI","3","CAJAS. CADA CAJA CON UN FRASCO DE 30 mL + UNA JERINGA DOSIFICADORA DE 0.5 ML O DOSIFICADORA DE 1 mL O UNA JERINGA DOSIFICADORA DE 3 mL","SINDROME DE ALAGILLE","Q447"
"2025 Dec 29 12:00:00 AM","PACIENTE ESPECIFICO","GLOBAL THERAPEUTICS S.A.S","1A1014981000100","AZTREONAM LISINA","75","mg","NO APLICA","NO APLICA","NO APLICA","POLVO PARA NEBULIZAR","CAYSTON","3","CAJAS X 84 VIALES","FIBROSIS QUISTICA, SIN OTRA ESPECIFICACION","E849"
"2025 Dec 29 12:00:00 AM","PACIENTE ESPECIFICO","VALENTECH PHARMA COLOMBIA SAS","2E1063641000102","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","200/100/300","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","TRIKAFTA","6","CAJAS X 28 DOSIS

CADA CAJA CONTIENE KIT POR 84 TABLETAS, DE ELEXACAFTOR 100mg/ TEZACAFTOR 50mg / IVACAFTOR 75mg (56 TABLETAS) & DE IVACAFTOR 150mg (28 TABLETAS)","FIBROSIS QUISTICA CON MANIFESTACIONES PULMONARES","E840"
"2025 Dec 29 12:00:00 AM","MÁS DE UN PACIENTE","FAST PHARMA S.A.S","1H1046221001100","HIDROXICARBAMIDA (HIDROXIUREA)","500","mg","NO APLICA","NO APLICA","NO APLICA","CAPSULA","ECZANE","58","CAJAS X 100 CÁPSULAS","LEUCEMIA MONOCITICA CRONICA","C931"
"2025 Dec 26 12:00:00 AM","MÁS DE UN PACIENTE","ALERGOLOGOS CLÍNICOS ASOCIADOS S.A.S.","1A1042211000100","PBRONQ/NAS-Derm. Farinae","100","HEP/mL","NO APLICA","NO APLICA","NO APLICA","POLVO LIOFILIZADO","PRUEBA DE PROVOCACIÓN BN","5","FRASCOS","NO REPORTADO","NO REPORTADO"
"2025 Dec 26 12:00:00 AM","MÁS DE UN PACIENTE","ALERGOLOGOS CLÍNICOS ASOCIADOS S.A.S.","1A1041871000100","PBRONQ/NAS-Grupo GRAMÍNEAS","30","HEP/mL","NO APLICA","NO APLICA","NO APLICA","POLVO LIOFILIZADO","PRUEBA DE PROVOCACIÓN BN","3","FRASCOS","NO REPORTADO","NO REPORTADO"
"2025 Dec 26 12:00:00 AM","MÁS DE UN PACIENTE","ALERGOLOGOS CLÍNICOS ASOCIADOS S.A.S.","1A1042231000100","PBRONQ/NAS-Epitelio de GATO","30","HEP/mL","NO APLICA","NO APLICA","NO APLICA","POLVO LIOFILIZADO","PRUEBA DE PROVOCACIÓN BN","20","FRASCOS","NO REPORTADO","NO REPORTADO"
"2025 Dec 26 12:00:00 AM","MÁS DE UN PACIENTE","ALERGOLOGOS CLÍNICOS ASOCIADOS S.A.S.","1A1042201000100","PBRONQ/NAS-Blomia trop.","100","HEP/mL","NO APLICA","NO APLICA","NO APLICA","POLVO LIOFILIZADO","PRUEBA DE PROVOCACIÓN BN","20","FRASCOS","NO REPORTADO","NO REPORTADO"
"2025 Dec 26 12:00:00 AM","MÁS DE UN PACIENTE","ALERGOLOGOS CLÍNICOS ASOCIADOS S.A.S.","1A1042211000100","PBRONQ/NAS-Derm. Farinae","100","HEP/mL","NO APLICA","NO APLICA","NO APLICA","POLVO LIOFILIZADO","PRUEBA DE PROVOCACIÓN BN","10","FRASCOS","NO REPORTADO","NO REPORTADO"
"2025 Dec 26 12:00:00 AM","MÁS DE UN PACIENTE","ALERGOLOGOS CLÍNICOS ASOCIADOS S.A.S.","1A1042241000100","PBRONQ/NAS-Epitelio de PERRO","30","HEP/mL","NO APLICA","NO APLICA","NO APLICA","POLVO LIOFILIZADO","PRUEBA DE PROVOCACIÓN BN","20","FRASCOS","NO REPORTADO","NO REPORTADO"
"2025 Dec 26 12:00:00 AM","MÁS DE UN PACIENTE","NEXT PHARMA SOURCING S.A.S.","1H1027911004100","HEPATITIS B VACUNA, ANTIGENO PURIFICADO","20","mcg/dosis","NO APLICA","NO APLICA","NO APLICA","SUSPENSION INYECTABLE","ELOVAC-B","7.337","CAJAS. CADA CAJA CON 10 VIALES X 1mL","HEPATITIS AGUDA TIPO B, CON AGENTE DELTA (COINFECCION). CON COMA HEPATICO","B160"
"2025 Dec 26 12:00:00 AM","MÁS DE UN PACIENTE","GENBIE SAS","1M1017221004100","METOTREXATO","2.5","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","ALCHEMY","11.920","CAJAS X 100 TABLETAS","NO REPORTADO","NO REPORTADO"
"2025 Dec 26 12:00:00 AM","MÁS DE UN PACIENTE","GENBIE SAS","1M1017221004100","METOTREXATO","2.5","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","ALCHEMY","11.920","CAJAS X 100 TABLETAS","NO REPORTADO","NO REPORTADO"
"2025 Dec 26 12:00:00 AM","PACIENTE ESPECIFICO","SUMA ACTIVA SAS","1C1026741001100","CLEMASTINA","1","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","TAVEGIL","36","CAJA X 5 AMPOLLAS X 2 ML","FIBROSIS QUISTICA CON MANIFESTACIONES PULMONARES","E840"
"2025 Dec 26 12:00:00 AM","URGENCIA CLÍNICA","RECORDATI RARE DISEASES COLOMBIA S.A.S","1D1045621000100","DINUTUXIMAB BETA","4.5","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN CONCENTRADA PARA PERFUSIÓN","QARZIBA","25","CAJAS X UN (1) VIAL","TUMOR MALIGNO DEL MEDIASTINO POSTERIOR","C382"
"2025 Dec 26 12:00:00 AM","PACIENTE ESPECIFICO","GLOBAL SERVICE PHARMACEUTICAL S.A.S. - VALENTECH","2E1063641000102","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","200/100/300","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","TRIKAFTA","6","CAJAS X 28 DOSIS

CADA CAJA CONTIENE KIT POR 84 TABLETAS, DE ELEXACAFTOR 100mg/ TEZACAFTOR 50mg / IVACAFTOR 75mg (56 TABLETAS) & DE IVACAFTOR 150mg (28 TABLETAS)","FIBROSIS QUISTICA CON MANIFESTACIONES PULMONARES","E840"
"2025 Dec 26 12:00:00 AM","PACIENTE ESPECIFICO","VALENTECH PHARMA COLOMBIA SAS","2E1063641000102","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","200/100/300","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","TRIKAFTA","12","CAJAS X 28 DOSIS

CADA CAJA CONTIENE KIT POR 84 TABLETAS, DE ELEXACAFTOR 100mg/ TEZACAFTOR 50mg / IVACAFTOR 75mg (56 TABLETAS) & DE IVACAFTOR 150mg (28 TABLETAS)","FIBROSIS QUISTICA CON MANIFESTACIONES PULMONARES","E840"
"2025 Dec 26 12:00:00 AM","PACIENTE ESPECIFICO","IMED ORPHAN S.A.S","1D1061121000100","DOSTARLIMAB","500","mg/Vial","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","JEMPERLI","4","CAJAS X UN (1) VIAL X 10mL","TUMOR MALIGNO DEL ENDOMETRIO","C541"
"2025 Dec 26 12:00:00 AM","URGENCIA CLÍNICA","UNO HEALTHCARE S.A.S.","SIN IUM POR SER FITOTERAPEUTICO","EXTRACTO SECO DE LA CORTEZA DE ABEDUL-BETULINA","100","mg","NO APLICA","NO APLICA","NO APLICA","GEL","EPISALVAN","36","TUBOS X 23,4 g","EPIDERMOLISIS BULLOSA DISTROFICA","Q812"
"2025 Dec 18 12:00:00 AM","PACIENTE ESPECIFICO","GLOBAL THERAPEUTICS S.A.S","1E1061661000100","ESPARSENTAN","200","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","FILSPARI","12","CAJAS. CADA CAJA CON UN FRASCO X 30 TABLETAS","NEFROPATIA POR IgA","N033"
"2025 Dec 18 12:00:00 AM","URGENCIA CLÍNICA","VALENTECH PHARMA COLOMBIA SAS","2E1063641000102","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","200/100/300","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","TRIKAFTA","3","CAJAS X 28 DOSIS

CADA CAJA CONTIENE KIT POR 84 TABLETAS, DE ELEXACAFTOR 100mg/ TEZACAFTOR 50mg / IVACAFTOR 75mg (56 TABLETAS) & DE IVACAFTOR 150mg (28 TABLETAS)","FIBROSIS QUISTICA, SIN OTRA ESPECIFICACION","E849"
"2025 Dec 18 12:00:00 AM","PACIENTE ESPECIFICO","GLOBAL SERVICE PHARMACEUTICAL S.A.S. - VALENTECH","2E1063641000102","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","200/100/300","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA DE LIBERACION NO MODIFICADA","TRIKAFTA","6","CAJA X 28 DOSIS (KIT POR 84 TABLETAS DE ELEXACAFTOR 100 MG/ TEZACAFTOR 50 MG / IVACAFTOR 75 MG (56 TABLETAS) & IVACAFTOR 150 MG (28 TABLETAS) )","FIBROSIS QUISTICA CON MANIFESTACIONES PULMONARES","E840"
"2025 Dec 18 12:00:00 AM","PACIENTE ESPECIFICO","VALENTECH PHARMA COLOMBIA SAS","1G1036161001100","GOLODIRSEN","50","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","VYONDYS","168","CAJAS X 1 VIAL DE 2 mL","DISTROFIA MUSCULAR","G710"
"2025 Dec 18 12:00:00 AM","PACIENTE ESPECIFICO","INTERNATIONAL PHARMACEUTICAL PRODUCTS SAS (INPHAPRO SAS)","1D1045621000100","DINUTUXIMAB BETA","4.5","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN CONCENTRADA PARA PERFUSIÓN","QARZIBA","10","CAJAS X UN (1) VIAL DE 4,5 Ml","TUMOR MALIGNO DE LA CORTEZA DE LA GLANDULA SUPRARRENAL","C740"
"2025 Dec 18 12:00:00 AM","PACIENTE ESPECIFICO","INTERNATIONAL PHARMACEUTICAL PRODUCTS SAS (INPHAPRO SAS)","1V1041501000100","VOSORITIDA","0.8","mg/mL","NO APLICA","NO APLICA","NO APLICA","POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCIÓN INYECTABLE","VOXZOGO","18","CAJAS X 10 VIALES","ACONDROPLASIA","Q774"
"2025 Dec 18 12:00:00 AM","PACIENTE ESPECIFICO","GLOBAL THERAPEUTICS S.A.S","1T1001911004100","TOLVAPTAN","15","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","TOLVAHEAL","36","CAJAS X 10 TABLETAS","RIÑON POLIQUISTICO, TIPO ADULTO","Q612"
"2025 Dec 18 12:00:00 AM","PACIENTE ESPECIFICO","GLOBAL THERAPEUTICS S.A.S","1E1061661000100","ESPARSENTAN","200","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","FILSPARI","6","FRASCOS X 30 TABLETAS","INSUFICIENCIA RENAL CRONICA, NO ESPECIFICADA","N189"
"2025 Dec 17 12:00:00 AM","MÁS DE UN PACIENTE","SICMAFARMA S.A.S.","1V1019601017100","VASOPRESINA","20","UI/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","NO REPORTADO","50.000","CAJAS X 1 AMPOLLA DE 1mL","OTROS TIPOS DE HIPOTENSION","I958"
"2025 Dec 17 12:00:00 AM","PACIENTE ESPECIFICO","INTERNATIONAL PHARMACEUTICAL PRODUCTS SAS (INPHAPRO SAS)","1B1001101002100","BETANECOL","25","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","MYOCHOLINE -GLENWOOD","6","CAJAS X 100 TABLETAS","DISFUNCION NEUROMUSCULAR DE LA VEJIGA, NO ESPECIFICADA","N319"
"2025 Dec 17 12:00:00 AM","MÁS DE UN PACIENTE","ALERGOLOGOS CLÍNICOS ASOCIADOS S.A.S.","VARIOS","EXTRACTOS ALERGÉNICOS","VARIAS",,"NO APLICA","NO APLICA","NO APLICA","SUSPENSIÓN","VARIOS","166","Frasco cuentagotas 2ml","NO REPORTADO","NO REPORTADO"
"2025 Dec 17 12:00:00 AM","MÁS DE UN PACIENTE","NEXT PHARMA SOURCING S.A.S.","1C1042891004100","CLOBAZAM","20","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","NO REPORTADO","4.100","CAJAS X 30 TABLETAS","ATAQUES DE GRAN MAL, NO ESPECIFICADOS (CON O SIN PEQUEÑO MAL)","G406"
"2025 Dec 17 12:00:00 AM","MÁS DE UN PACIENTE","NEXT PHARMA SOURCING S.A.S.","1C1042891004100","CLOBAZAM","20","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","NO REPORTADO","4.100","CAJAS X 30 TABLETAS","ATAQUES DE GRAN MAL, NO ESPECIFICADOS (CON O SIN PEQUEÑO MAL)","G406"
"2025 Dec 17 12:00:00 AM","MÁS DE UN PACIENTE","NEXT PHARMA SOURCING S.A.S.","1C1042891004100","CLOBAZAM","20","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","NO REPORTADO","4.100","CAJAS X 30 TABLETAS","ATAQUES DE GRAN MAL, NO ESPECIFICADOS (CON O SIN PEQUEÑO MAL)","G406"
